工作計畫名稱及預算數(僅列補助團體私人預算金額),補助事項或用途,補助對象團體全銜或私人姓名        ,核准日期,補助計畫案總經費及分攤情形-本機關補助金額,補助計畫案總經費及分攤情形-他機關補助金額,補助計畫案總經費及分攤情形-團體或私人自付金額,補助計畫案總經費及分攤情形-合計,截至本季累計撥款金額,分攤補助款機關名稱及金額(請逐一填列),有無涉及財物或勞務採購,處理方式(如未涉及採購則毋須填列如採公開招標請填列得標廠商),是否為除外規定之民間團體-是,是否為除外規定之民間團體-否
,辦理102年花蓮縣縣長盃各項體育競賽第二期經費,花蓮縣體育會,102.01.18,1200000,0,0,1200000,1200000,,無,,v,
,辦理「102年度15歲組桌球國手選拔暨排名賽」經費,花蓮縣體育會,102.05.23,60000,0,136000,196000,60000,,無,,v,
,辦理「102年度花蓮縣樂活盃軟式網球錦標賽」經費,花蓮縣體育會,102.07.17,50000,20000,20000,90000,50000,吉安鄉公所2萬元,無,,v,
,辦理102年c級棒球教練講習經費,花蓮縣體育會,102.07.22,40000,0,15000,55000,40000,,無,,v,
,辦理「102年花蓮縣樂活盃飛盤育樂營」經,花蓮縣體育會,102.07.19,40000,0,12600,52600,40000,,無,,v,
,辦理「102年花蓮縣樂活盃手球錦標賽」經費,花蓮縣體育會,102.07.19,50000,0,20000,70000,50000,,無,,v,
,辦理「102年花蓮縣樂活盃保齡球錦標賽」經費,花蓮縣體育會,102.07.25,30000,0,50000,80000,30000,,無,,v,
,辦理「102年花蓮縣樂活盃國武術錦標賽」經費,花蓮縣體育會,102.07.25,50000,0,30000,80000,50000,,無,,v,
,辦理102年花蓮縣C級羽球裁判講習會,花蓮縣體育會,102.08.05,20000,0,24750,44750,20000,,無,,v,
,辦理102年花蓮C級空手道裁判講習會,花蓮縣體育會,102.07.25,20000,0,8700,28700,20000,,無,,v,
,辦理102年花蓮縣樂活盃慢速壘球錦標賽,花蓮縣體育會,102.08.05,80000,0,30000,110000,80000,,無,,v,
,辦理2013洄瀾國際鐵人三項精英賽,花蓮縣體育會,102.05.03,300000,1200000,3018600,4518600,300000,縱管處20萬元、教育部體育署100萬元,無,,v,
,辦理龍舟破紀錄及健走加碼獎金,花蓮縣體育會,102.06.26,70800,0,0,70800,70800,,無,,v,
,2013年哥倫比亞世界運動會指定傘具經費,花蓮縣飛行運動協會,102.07.25,50000,298800,372000,720800,50000,教育部29萬8800元,無,,v,
,辦理運動嘉年華經費,花蓮縣新城鄉體育會,102.06.01,491946,0,197054,689000,491946,,無,,v,
,辦理102年花蓮縣C級獅藝裁判講習會,花蓮縣體育會,102.07.25,20000,0,5000,25000,20000,,無,,v,
,辦理102年花蓮縣C級國武術裁判講習會,花蓮縣體育會,102.07.25,20000,0,5000,25000,20000,,無,,v,
,辦理第十屆菁英盃全國籃球錦標賽,花蓮縣籃球協會,102.08.02,500000,360000,362306,1222306,500000,體育署1萬、勝安宮,無,,v,
,102年花蓮縣樂活盃馬術聯誼賽,花蓮縣體育會,102.09.10,50000,0,30000,80000,50000,,無,,v,
,102年花蓮縣樂活盃(籃球7萬元及溯溪3萬元),花蓮縣體育會,102.09.12,100000,0,33440,133440,100000,,無,,v,
,102年花蓮縣體育會自由車委員會C級裁判講習,花蓮縣體育會,102.08.20,20000,0,9040,29040,20000,,無,,v,
,辦理102年全國運動會培訓經費,花蓮縣體育會,102.09.16,807323,0,0,807323,807323,,無,,v,
,102年全國中正盃保齡球錦標賽,花蓮縣體育會,102.09.14,22880,0,7600,30480,22880,,無,,v,
,102年花蓮縣B級劍道裁判講習會,花蓮縣體育會,102.08.20,20000,0,36400,56400,20000,,無,,v,
,辦理HPB2013觀護盃籃球邀請賽,花蓮縣觀護協會,102.09.10,70000,1220000,1386200,2676200,70000,體育署80萬、玉山公園管理處10萬、秀林鄉公所10萬、太管處15萬、吉安鄉公所2萬、花東縱谷國家風景管理處5萬,無,,v,
,102年全國運動會培訓經費,花蓮縣帆船協會,102.09.16,40763,0,0,40763,40763,,無,,v,
,102年全國運動會參賽經費,花蓮縣帆船協會,102.10.15,61404,0,0,61404,61404,,無,,v,
,102年全國運動會各項選手參賽費,花蓮縣體育會,102.10.15,1190431,0,0,1190431,1190431,,無,,v,
,102年花蓮縣樂活盃元極舞錦標賽,花蓮縣體育會,102.09.12,50000,0,29000,79000,50000,,無,,v,
,2013花蓮太平洋縱谷馬拉松經費,花蓮縣花蓮市體育會,102.09.30,2500000,0,980325,3480325,2500000,,無,,v,
,102學年度總統盃帆船錦標賽,花蓮縣帆船協會,102.09.26,47136,0,94640,141776,47136,,無,,v,
,102年花蓮縣第31屆蓮花盃空手道錦標賽,花蓮縣體育會,102.04.26,100000,0,26300,126300,100000,,無,,v,
,102年花蓮縣C級田徑裁判講習會,花蓮縣體育會,102.09.23,20000,0,83134,103134,20000,,無,,v,
,102年花蓮縣跆拳道品勢研習,花蓮縣體育會,102.08.30,20000,0,8000,28000,20000,,無,,v,
,102年花蓮縣新城鄉槌球錦標賽,花蓮縣新城鄉噶瑪蘭文化發展協會,102.10.04,75000,0,14400,89400,75000,,無,,v,
,102年花蓮縣C級槌球裁判講習會,花蓮縣體育會,102.08.20,20000,0,5700,25700,20000,,無,,v,
,102年花蓮縣樂活盃木球錦標賽,花蓮縣體育會,102.09.12,50000,0,15800,65800,50000,,無,,v,
,2013年第10屆中華民國常青田徑錦標賽,花蓮縣體育會,102.11.05,30000,0,172950,202950,30000,,無,,v,
,102年花蓮縣樂活盃足球錦標賽,花蓮縣體育會,102.09.12,60000,0,31000,91000,60000,,無,,v,
,102年花蓮縣D級足球教練講習會,花蓮縣體育會,102.08.20,20000,0,8600,28600,20000,,無,,v,
,102年度花蓮縣樂活盃各項競賽（網球及運動舞蹈）,花蓮縣體育會,102.11.11,110000,0,44221,154221,110000,,無,,v,
,102年花蓮縣樂活盃撞球錦標賽,花蓮縣體育會,102.12.06,20000,0,25000,45000,20000,,無,,v,
,102年花蓮縣基層體育團體表揚活動,花蓮縣體育會,102.12.26,850000,0,230000,1080000,850000,,無,,v,
,2013第20屆關懷盃活動經費-中華民國台灣原住民運動發展協會,中華民國台灣原住民棒球運動發展協會,102.09.26,100800,3357002,0,3457802,100800,原民會80萬、體育署68萬、民間團體贊助187萬7002元,無,,v,
,102年C級排球及C級馬術裁判教練講習,花蓮縣體育會,102.08.20,40000,0,97889,137889,40000,,無,,v,
,102年第38屆全國中正盃射擊錦標賽,花蓮縣體育會,102.11.15,30000,0,19932,49932,30000,,無,,v,
,參加102年第35屆中正盃全國溜冰錦標賽,花蓮縣體育會,102.09.26,50000,0,59360,109360,50000,,無,,v,
,2013第一屆花蓮台彩威力盃全國少棒賽選手培訓,花蓮縣體育會,102.12.02,120000,0,0,120000,120000,,無,,v,
,102年樂活盃極限運動體驗營活動經費,花蓮縣體育會,102.09.10,50000,0,34300,84300,50000,,無,,v,
,102年度學生棒球運動區域人才培育計畫活動經費,花蓮縣體育會,103.01.10,137243,0,0,137243,137243,,無,,v,
,2013花蓮縣第二十一屆假日盃籃球賽經費,花蓮縣籃球協會,102.11.13,200000,0,150840,350840,200000,,無,,v,
衛生管理及獎補助（0）,學生健康自主管理手冊經費,中華民國學校護理人員協進會,102.01.11,50000,330000,62400,442400,50000,教育部33萬元,無,,v,
中央政府補助體育教學及活動經費（0）,2013年台灣花蓮第一屆太魯閣盃國際青少年足球錦標賽,社團法人花蓮縣足球協會,102.07.15,200000,90000,1241224,1531224,200000,市公所5萬元、外交部4萬元,無,,v,
,2013世紀飛天龍、鯉魚展競技龍舟競渡嘉年華經費,花蓮縣體育會,102.04.12,100000,0,0,100000,100000,,無,,v,
,2013洄瀾國際鐵人三項精英賽,花蓮縣體育會,102.05.03,200000,0,0,200000,200000,,無,,v,
,102年度設置棒球基層訓練站週末對抗賽經費,花蓮縣體育會,102.11.14,30000,0,0,30000,30000,,無,,v,
,102年度學生棒球運動區域人才培育計畫活動經費,花蓮縣體育會,103.01.10,1119557,0,0,1119557,1119557,,無,,v,
中央政府補助建築及設備經費（0）,花蓮縣社區大學102年度經費,財團法人花蓮縣社區大學教育基金會,102.1.29,23000,0,0,23000,23000,,無,,v,
